Name,Normal Price (USD),Discounted Price (USD),Discount percentage (%),Rating (out of 5 stars),Review Count,Url
"Edifier TWS NB True Wireless Active Noise Canceling Earbuds, ANC in-Ear Headphones with Button Control, Bluetooth 5.0 with aptX Earphones, 33-Hour Battery Life, Grey",87.99,87.99,0,3.8,66,https://www.amazon.com/Edifier-Canceling-Headphones-Bluetooth-Waterproof/dp/B07XHH8HF5/ref=sr_1_140?keywords=tws&qid=1656433466&s=aht&sr=1-140
Skullcandy Dime True Wireless In-Ear Earbuds - True Black,25.99,19.99,23.0,4.3,28118,https://www.amazon.com/Skullcandy-Dime-True-Wireless-Earbud/dp/B08X1QWB9W/ref=sr_1_141?keywords=tws&qid=1656433466&s=aht&sr=1-141
"True Wireless Earbuds, REEHM IPX7 Waterproof Bluetooth 5.0 Wireless Headphones with Microphone Charging Case 35H Playtime in-Ear Hi-Fi Stereo Sound TWS Earphones Headset for Sport Work Running (Green)",28.99,28.99,0,3.9,35,https://www.amazon.com/REEHM-Waterproof-Bluetooth-Headphones-Microphone/dp/B099NG83GG/ref=sr_1_143?keywords=tws&qid=1656433466&s=aht&sr=1-143
"STKTON Wireless Earbuds Bluetooth 5.0 in-Ear Headphones with Charging Box, subwoofer with TWS Stereo Headphones, Water-Proof,Clear Calls, Suitable for Game&Trip&Sports",59.99,59.99,0,3.1,8,https://www.amazon.com/STKTON-Bluetooth-Headphones-subwoofer-Water-Proof/dp/B096T5Y61J/ref=sr_1_144?keywords=tws&qid=1656433466&s=aht&sr=1-144
"Wireless Earbuds,Lanteso S21 Waterproof Mini Bluetooth Earbuds with 4 Mics Clear Calling TWS Bluetooth Headphones with Bass Sound Earphones for Home,Work… (Black)",32.99,22.99,30.0,4.2,878,https://www.amazon.com/Lanteso-Waterproof-Bluetooth-Headphones-Earphones/dp/B09NBTCS55/ref=sr_1_145?keywords=tws&qid=1656433466&s=aht&sr=1-145
topssale KZ AZ09 Pro TWS Bluetooth 5.2 QCC3040 Ear Hook Earphone Upgrade Cable Support Apt-X HD with Charging Case for C Pin Headset,36.99,36.99,0,4.1,16,https://www.amazon.com/topssale-Bluetooth-QCC3040-Earphone-Charging/dp/B09M3W6ZLB/ref=sr_1_146?keywords=tws&qid=1656433466&s=aht&sr=1-146
"True Wireless Earbuds Bluetooth 5.0 Earphones TWS Stereo Touch Control Bluetooth Earphones with LCD Display Charging Case, in Ear Built Waterproof Earphones Mic Noise Cancelling for Running/Workout",29.99,29.99,0,3.4,13,https://www.amazon.com/Wireless-Bluetooth-Earphones-Waterproof-Cancelling/dp/B08SW8P5SW/ref=sr_1_148?keywords=tws&qid=1656433466&s=aht&sr=1-148
TWS Wireless Headphones Bluetooth 5.0 Earphone Noise Cancelling Headset Stereo Sound Music in-Ear Waterproof Earbuds,15.68,15.68,0,0,0,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_electronics_sr_pg6_1?ie=UTF8&adId=A003947425VI99JOJURRL&url=%2FWireless-Headphones-Bluetooth-Cancelling-Waterproof%2Fdp%2FB0B24P39SH%2Fref%3Dsr_1_149_sspa%3Fkeywords%3Dtws%26qid%3D1656433466%26s%3Daht%26sr%3D1-149-spons%26psc%3D1&qualifier=1656433466&id=525860269496501&widgetName=sp_btf
"Gravastar Sirius Wireless Earbuds Bluetooth Comes with Knowles Balanced Armatures and 7.2 mm Dynamic Drivers Music Reproducing Vividly Deep Bass 3D Stereo, Headphones for iPhone/Android(Space Gray)",89.95,89.95,0,4.2,119,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_electronics_sr_pg6_1?ie=UTF8&adId=A0567279KSY03LZUZ03C&url=%2FGravastar-Wireless-Bluetooth-Playtime-Headphones%2Fdp%2FB09FPXFQB4%2Fref%3Dsr_1_150_sspa%3Fkeywords%3Dtws%26qid%3D1656433466%26s%3Daht%26sr%3D1-150-spons%26psc%3D1&qualifier=1656433466&id=525860269496501&widgetName=sp_btf
Caymuller Wireless Earbuds Bluetooth 5.0 Headphones 48Hrs Play Back Sports Earphones with LED Display Over-Ear Buds with Earhooks Built in Mic Deep Bass in Ear Headset for Workout Running,39.99,29.99,25.0,4.4,83,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_electronics_sr_pg7_1?ie=UTF8&adId=A09146134FA9TMV7YYI7&url=%2FCaymuller-Wireless-Bluetooth-Headphones-Earphones%2Fdp%2FB09TR7PV81%2Fref%3Dsr_1_145_sspa%3Fkeywords%3Dtws%26qid%3D1656433470%26s%3Daht%26sr%3D1-145-spons%26psc%3D1&qualifier=1656433470&id=4497250840530737&widgetName=sp_atf_next
True Wireless Earbuds Active Noise Cancelling ANC Bluetooth Earbuds with Mic 35 Hours Playtime Bluetooth 5.2 in-Ear Wireless Headphones Hi-Fi Stereo IPX7 Sweatproof Headphones for iPhone sansung,29.99,27.5,8.0,4.0,560,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_electronics_sr_pg7_1?ie=UTF8&adId=A0057386Q3XPR39JAGLG&url=%2FBluetooth-Headphone-Waterproof-Microphone-Cancelling%2Fdp%2FB087JP71BP%2Fref%3Dsr_1_146_sspa%3Fkeywords%3Dtws%26qid%3D1656433470%26s%3Daht%26sr%3D1-146-spons%26psc%3D1&qualifier=1656433470&id=4497250840530737&widgetName=sp_atf_next
"F9 True Wireless Earbuds Bluetooth 5.1, Ibuukie in-Ear TWS Stereo 9D Noise Reduction Headphones Built-in Mic Fingerprint Touch with 1500mAh Smart LED Display Charging Case…",18.0,18.0,0,3.7,51,https://www.amazon.com/Bluetooth-Ibuukie-Reduction-Headphones-Fingerprint/dp/B09CZ5CLJ4/ref=sr_1_147?keywords=tws&qid=1656433470&s=aht&sr=1-147
"HOPENE Wireless Bluetooth Earbuds - Deap Bass in-Ear Earphones True Wireless Stereo & Clear Call Fit for iPhone Laptop iPad Cell Phone,Comfortable for Running Exercise Outdoors Workout Sport",18.99,18.99,0,4.3,8,https://www.amazon.com/HOPENE-Wireless-Earbuds-Bluetooth-Earphones/dp/B09HZXLCWH/ref=sr_1_149?keywords=tws&qid=1656433470&s=aht&sr=1-149
"BT 5.0 Earbuds with Charging Case, TWS Headphone Earbuds Earphone, HiFi Mini in-Ear Sports Waterproof Running Headset, Built-in Mic for iPhone iOS and Android(White)",13.99,13.99,0,0,0,https://www.amazon.com/Bluetooth-Wireless-Charging-Headphone-Waterproof/dp/B08YKDP7D4/ref=sr_1_150?keywords=tws&qid=1656433470&s=aht&sr=1-150
LHBHT Bluetooth Wireless Earbuds TWS True Wireless Earbuds Headphones EJ-JB41-white Touch Control with Wireless Charging Bin Waterproof (EJ-JB41-white),17.99,17.99,0,4.0,9,https://www.amazon.com/LHBHT-Bluetooth-Headphones-EJ-JB41-white-Waterproof/dp/B09YKWGCYF/ref=sr_1_151?keywords=tws&qid=1656433470&s=aht&sr=1-151
Wireless Earbuds Mezone B40 TWS True Wireless Headphones Bluetooth Earphones Deep Bass Noise Cancelling Headset IPX8 Waterproof Earbuds with 4 Microphone Charging Case for iphone Android Samsung White,23.99,23.99,0,3.8,37,https://www.amazon.com/Mezone-B40-Headphones-Cancelling-Waterproof/dp/B094G36CXJ/ref=sr_1_152?keywords=tws&qid=1656433470&s=aht&sr=1-152
"Edifier X2 True Wireless Earbuds Bluetooth 5.1 Headphones with Charging Case, Waterproof Stereo Earphones in-Ear Headset Deep Bass Built-in Mic for iPhone Android iOS, White",29.99,29.99,0,4.2,8095,https://www.amazon.com/Edifier-X2-Bluetooth-Headphones-Waterproof/dp/B09QYF5DQQ/ref=sr_1_153?keywords=tws&qid=1656433470&s=aht&sr=1-153
True Wireless Earbuds Bluetooth 5.0 Headphones in-Ear TWS Mini Headset for Sport Extra Bass Stereo Earphones HD Sound IPX7 Waterproof Noise Cancelling Mic 48-50 Hours Playtime Black,75.99,75.99,0,0,0,https://www.amazon.com/Bluetooth-Headphones-Earphones-Waterproof-Cancelling/dp/B09W1GXL1N/ref=sr_1_155?keywords=tws&qid=1656433470&s=aht&sr=1-155
"True Wireless Earbuds KMOUK Bluetooth 5.2 Earbuds, 4-Mic CVC8.0 Call Noise Reduction Earphones, IPX8 Waterproof TWS Stereo Earbuds, 30H Playtime, Clear Calls with Touch Control In-Ear Headphones Black",29.99,19.99,33.0,4.3,232,https://www.amazon.com/KMOUK-Bluetooth-Reduction-Waterproof-Headphones/dp/B08TLJW71J/ref=sr_1_156?keywords=tws&qid=1656433470&s=aht&sr=1-156
"KZ VX10 1DD+4BA Wireless Earphones, Bluetooth 5.2 TWS Earbuds with 20H Playtime, Headphones HiFi Stereo Noise Cancelling Earphones in Ear Mic, Charging Case, Headset for Sports, Black",60.0,60.0,0,3.7,18,https://www.amazon.com/KZ-Earphones-Bluetooth-Headphones-Cancelling/dp/B09GP7DC9W/ref=sr_1_157?keywords=tws&qid=1656433470&s=aht&sr=1-157
"KZ SKS Bluetooth Wireless Earbuds, TWS Stereo Headphones in Ear 5.2 Hybrid HiFi Game Earbuds Touch Control Noise Cancelling",29.99,29.99,0,3.9,28,https://www.amazon.com/SKS-Bluetooth-Wireless-Headphones-Cancelling/dp/B07LD6KKPK/ref=sr_1_158?keywords=tws&qid=1656433470&s=aht&sr=1-158
"233621 Axel Wireless Earbuds, Active Noise Cancelling Bluetooth 5.1 Earphones ANC in-Ear Headphones, Dual Mic Noise Cancelling for Clear Calls, IPX4 Waterproof Earphones 16H Playtime (Black)",89.99,79.99,11.0,4.1,19,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_electronics_sr_pg7_1?ie=UTF8&adId=A0927909NMSFIJAAX5WF&url=%2F233621-Cancelling-Bluetooth-Headphones-Waterproof%2Fdp%2FB09FXHYWXS%2Fref%3Dsr_1_159_sspa%3Fkeywords%3Dtws%26qid%3D1656433470%26s%3Daht%26sr%3D1-159-spons%26psc%3D1&qualifier=1656433470&id=4497250840530737&widgetName=sp_mtf
"Gravastar Sirius Pro Wireless Earbuds, Bluetooth TWS Earbuds with 16 Hours Playtime, Deep Bass 3D Stereo, Headphones for iPhone/Android(War Damaged Yellow)",149.95,149.95,0,3.9,185,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_electronics_sr_pg7_1?ie=UTF8&adId=A0456416DZJY55VWG76C&url=%2FGravastar-Wireless-Bluetooth-Playtime-Headphones%2Fdp%2FB09PDGG4JQ%2Fref%3Dsr_1_160_sspa%3Fkeywords%3Dtws%26qid%3D1656433470%26s%3Daht%26sr%3D1-160-spons%26psc%3D1&qualifier=1656433470&id=4497250840530737&widgetName=sp_mtf
KZ Z1 Pro True IEM Wireless Earphones Bluetooth v5.2 TWS Hybrid Dual Magnetic Dynamic Game Earbuds Touch Control Noise Cancelling Sport IPX6 Waterproof Headset(Black),23.99,23.99,0,3.5,124,https://www.amazon.com/Wireless-Earphones-Bluetooth-Cancelling-Waterproof/dp/B08QMYCFYL/ref=sr_1_161?keywords=tws&qid=1656433470&s=aht&sr=1-161
"Duet 50 Pro – Sweatproof Wireless Bluetooth Earbuds. 130 Hour Long Battery Life for iPhone, Android. Phone Charger Mini Charging Case, TWS Headphones with Microphone, Gift for Runners",59.99,59.99,0,4.4,2248,https://www.amazon.com/Duet-Pro-Bluetooth-Sweatproof-Headphones/dp/B085VL4FLB/ref=sr_1_162?keywords=tws&qid=1656433470&s=aht&sr=1-162
"True Wireless Earbuds, REEHM IPX7 Waterproof Bluetooth 5.0 Wireless Headphones with Microphone Charging Case 35H Playtime in-Ear Hi-Fi Stereo Sound TWS Earphones Headset for Sport Running (White)",24.99,13.99,44.0,4.8,227,https://www.amazon.com/REEHM-Waterproof-Bluetooth-Headphones-Microphone/dp/B09YLD5D5N/ref=sr_1_163?keywords=tws&qid=1656433470&s=aht&sr=1-163
"Wireless Earbuds Bluetooth 5.0-Cute Hasky Design Earbuds for iPhone, IPX5 Waterproof Stereo Headphones in Ear with Mic and Charging Case, 32H Playtime Touch Control True Wireless Bluetooth Earphone",39.99,39.99,0,4.4,389,https://www.amazon.com/Wireless-Bluetooth-5-0-Cute-Waterproof-Headphones/dp/B09F94HKZX/ref=sr_1_164?keywords=tws&qid=1656433470&s=aht&sr=1-164
Hybrid Dual Driver(BA+D.D) IEM Monitor TWS with QCC3040 Bluetooth5.2 Soft 3D Print Stabwood Shell and Wireless Charging case,99.99,99.99,0,3.2,5,https://www.amazon.com/Monitor-Bluetooth5-2-Stabwood-Wireless-Charging/dp/B09H28ZKCX/ref=sr_1_165?keywords=tws&qid=1656433470&s=aht&sr=1-165
"Samsung Galaxy Buds Plus, True Wireless Earbuds Bluetooth 5.0 (Wireless Charging Case Included), Black – US Version",149.99,124.94,17.0,4.6,83812,https://www.amazon.com/Samsung-Wireless-improved-Charging-included/dp/B083KVM9VW/ref=sr_1_166?keywords=tws&qid=1656433470&s=aht&sr=1-166
"DIZO GoPods D Bluetooth Earbuds Wireless Headphones, Clear Calls, Environmental Noise Cancellation, Deep Bass Boost, Waterproof Stereo TWS Earphones, Touch Control, Low Latency, Sports Headsets Black",39.99,39.99,0,4.1,119,https://www.amazon.com/DIZO-GoPods-Headphones-Environmental-Cancellation/dp/B095KJ8SBD/ref=sr_1_168?keywords=tws&qid=1656433470&s=aht&sr=1-168
"Bluetooth Wireless Headphones TWS F9 with Touch Control, Bluetooth Earphones 5.0 Headset HiFi Stereo in-Ear Earbuds Wireless Headphones Sport (Black)",23.99,23.99,0,0,0,https://www.amazon.com/Bluetooth-Wireless-Headphones-Control-Earphones/dp/B09WZBZS9S/ref=sr_1_169?keywords=tws&qid=1656433470&s=aht&sr=1-169
"NEINEI Bluetooth 5.1 Headphones Waterproof Earbuds, Waterproof Stereo Headphones in Ear for Sport, Wireless Earbuds Bluetooth Headphones, 8D Stereo,Noise Canceling, Work Out, Phone Charging, Black",39.99,39.99,0,3.9,25,https://www.amazon.com/Bluetooth-Headphones-Waterproof-Wireless-Canceling/dp/B09V2XMF5R/ref=sr_1_170?keywords=tws&qid=1656433470&s=aht&sr=1-170
Wireless Earbuds BeMarvel Bluetooth 5.0 True Wireless Earbuds IPX5 Waterproof Earphones Touch Control with Charging Case TWS Headphones Built-in Mic in Ear Stereo Sound Headset for Sport (T12-White),11.99,11.99,0,4.1,29,https://www.amazon.com/Wireless-Bluetooth-Waterproof-Earphones-Headphones/dp/B098XFB1JQ/ref=sr_1_171?keywords=tws&qid=1656433470&s=aht&sr=1-171
KZ SK10 TWS True Wireless Earbud Headphones Bluetooth 5.2 Touch Control with Wireless Charging Case Waterproof Stereo in-Ear Earphones for Sports Gaming Laptop(Pink),35.99,35.99,0,3.7,50,https://www.amazon.com/SK10-Headphones-Bluetooth-Waterproof-Earphones/dp/B097BPDXJX/ref=sr_1_172?keywords=tws&qid=1656433470&s=aht&sr=1-172
"Wireless Earbuds GIEC Bluetooth Earbuds Noise Cancelling Earbuds Wireless Earphones Built in Mic Handset 24H Playtime Wireless Earbuds IP55 Waterproof Earbuds for Sport Women Girls Gifts Ideas,Pink",29.99,29.99,0,3.8,43,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_electronics_sr_pg7_1?ie=UTF8&adId=A00432862R7JAADKO30YY&url=%2FGIEC-Bluetooth-Cancelling-Waterproof-Pink%2Fdp%2FB094NHJNLZ%2Fref%3Dsr_1_173_sspa%3Fkeywords%3Dtws%26qid%3D1656433470%26s%3Daht%26sr%3D1-173-spons%26psc%3D1&qualifier=1656433470&id=4497250840530737&widgetName=sp_btf
"Gravastar Sirius Wireless Earbuds Bluetooth Comes with Knowles Balanced Armatures and 7.2 mm Dynamic Drivers Music Reproducing Vividly Deep Bass 3D Stereo, Headphones for iPhone/Android(Neon Green)",89.95,89.95,0,4.2,119,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_electronics_sr_pg7_1?ie=UTF8&adId=A05673354244X4QF9315&url=%2FGravastar-Wireless-Bluetooth-Playtime-Headphones%2Fdp%2FB09FPXLG61%2Fref%3Dsr_1_174_sspa%3Fkeywords%3Dtws%26qid%3D1656433470%26s%3Daht%26sr%3D1-174-spons%26psc%3D1&qualifier=1656433470&id=4497250840530737&widgetName=sp_btf
"Gravastar Sirius Pro Wireless Earbuds, Bluetooth TWS Earbuds with 16 Hours Playtime, Deep Bass 3D Stereo, Headphones for iPhone/Android(Space Gray)…",129.95,129.95,0,3.9,185,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_electronics_sr_pg8_1?ie=UTF8&adId=A09132341Z2X93BLD0AVD&url=%2FGravastar-Wireless-Bluetooth-Playtime-Headphones%2Fdp%2FB09FYTNCDK%2Fref%3Dsr_1_169_sspa%3Fkeywords%3Dtws%26qid%3D1656433474%26s%3Daht%26sr%3D1-169-spons%26psc%3D1&qualifier=1656433474&id=7096386335059272&widgetName=sp_atf_next
Skullcandy Push Active True Wireless In-Ear Earbud - True Black/Orange,79.99,75.0,6.0,4.2,1711,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_electronics_sr_pg8_1?ie=UTF8&adId=A0210400232JGQSOFJD0L&url=%2FSkullcandy-Push-Active-Wireless-Earbud%2Fdp%2FB08X1V7V92%2Fref%3Dsr_1_170_sspa%3Fkeywords%3Dtws%26qid%3D1656433474%26s%3Daht%26sr%3D1-170-spons%26psc%3D1&qualifier=1656433474&id=7096386335059272&widgetName=sp_atf_next
"Bscame Wireless Earbuds with Earhooks,Sport Bluetooth Headphones in Ear with Charging Case Charge Phone,IPX7 Waterproof,TWS Deep Bass Stereo Headsets with Mic for Running Workout Exercise Gym(Gray)",28.99,28.99,0,4.1,63,https://www.amazon.com/Bscame-Wireless-Bluetooth-Headphones-Waterproof/dp/B09CYHDPH9/ref=sr_1_171?keywords=tws&qid=1656433474&s=aht&sr=1-171
"ASIMOM NC72 Active Noise Cancelling Wireless Earbuds, ANC Bluetooth Earbuds with 6-Mic Clear Call, True TWS, Multi-Mode, Deep Bass, Bluetooth 5.2, Compact Charging Case-Purple",49.99,49.99,0,4.5,17,https://www.amazon.com/ASIMOM-NC72-Cancelling-Multi-Mode-Case-Purple/dp/B09MJ3PG56/ref=sr_1_172?keywords=tws&qid=1656433474&s=aht&sr=1-172
"Treblab X3 Pro - True Wireless Earbuds with Earhooks - 45H Battery Life, Bluetooth 5.0 with aptX, IPX7 Waterproof Headphones - TWS Bluetooth Earphones with Charging case for Sport, Running, Workout",69.97,69.97,0,4.2,2533,https://www.amazon.com/Treblab-Pro-Bluetooth-Waterproof-Headphones/dp/B08FCLLZ7N/ref=sr_1_173?keywords=tws&qid=1656433474&s=aht&sr=1-173
"True Wireless Earbuds Noise Cancelling with Microphones, WENKEY Bluetooth Headphones with 5 Sizes Tips for iPhone, Android, IPX6 Waterproof, 30H Playtime, TWS Bluetooth Earphones with Charging Case",24.99,24.99,0,4.2,2558,https://www.amazon.com/Cancelling-Microphones-WENKEY-Headphones-Waterproof/dp/B097QX8CCF/ref=sr_1_174?keywords=tws&qid=1656433474&s=aht&sr=1-174
"Wireless Earbuds, WENKEY TWS Bluetooth 5.1 Headphones with Wireless Charging Case, Noise Canceling Mics, 30H Playtime, IPX6 Water Resistance, Hi-Fi Stereo Earphones for iPhone and Android(Black)",29.99,29.99,0,4.1,843,https://www.amazon.com/WENKEY-Bluetooth-Headphones-Canceling-Resistance/dp/B097RDHJR8/ref=sr_1_175?keywords=tws&qid=1656433474&s=aht&sr=1-175
"Wireless Earbuds Bluetooth 5.0 Headphones,40H Playtime w/Wireless Charging Case,IP6 Waterproof/Button Control/TWS Stereo Bluetooth Earphones in-Ear w/Mic for Running Workout Gym",39.99,15.99,60.0,3.7,5,https://www.amazon.com/Wireless-Earbuds-Bluetooth-Headphones-Waterproof/dp/B09SZBJ5V6/ref=sr_1_176?keywords=tws&qid=1656433474&s=aht&sr=1-176
Bluetooth Headphones 50H Playback True Wireless Earbuds with Wireless Charging Case Waterproof Earphones In-Ear Headset with Microphone for Android iOS Laptop TV Gaming Computer Sport ZINGBIRD-VEAT00L,49.99,30.99,38.0,4.6,754,https://www.amazon.com/Bluetooth-Headphones-Waterproof-Microphone-ZINGBIRD-VEAT00L/dp/B09XJ3LXJL/ref=sr_1_177?keywords=tws&qid=1656433474&s=aht&sr=1-177
SuperX Bluetooth 5.0 Wireless Earbuds with Charging Case IPX5 Sweatproof Headset/Headphones in Ear Built in Mic Industrial Leading TWS Sound with Sport Pumping Bass - Platinum Silver,22.08,22.08,0,4.4,5963,https://www.amazon.com/SuperX-Bluetooth-Sweatproof-Headphones-Industrial/dp/B087CBJM29/ref=sr_1_178?keywords=tws&qid=1656433474&s=aht&sr=1-178
Apple AirPods 2 with Charging Case - White (Renewed),103.99,103.99,0,4.5,11646,https://www.amazon.com/Apple-AirPods-Charging-Case-Renewed/dp/B07SKLLYTW/ref=sr_1_179?keywords=tws&qid=1656433474&s=aht&sr=1-179
"Generic Wireless Earbuds Sport Headset M9 TWS BT5.1 Headphones HD Mirror Display HiFi Sound Waterproof Earphone, Black",24.95,24.95,0,0,0,https://www.amazon.com/Wireless-M9-Headphones-Waterproof-Earphone/dp/B0937J5XFZ/ref=sr_1_180?keywords=tws&qid=1656433474&s=aht&sr=1-180
"SAISZE Wireless Earbuds, Deep Bass Stereo Bluetooth 5.0 Headphones, USB-C Charging Waterproof Earbuds",12.99,9.99,23.0,3.6,35,https://www.amazon.com/SAISZE-Wireless-Bluetooth-Headphones-Waterproof/dp/B0957KGJ97/ref=sr_1_181?keywords=tws&qid=1656433474&s=aht&sr=1-181
"Sony WF-1000XM4 Industry Leading Noise Canceling Truly Wireless Earbud Headphones with Alexa Built-in, Black",278.0,278.0,0,4.4,10352,https://www.amazon.com/Sony-WF-1000XM4-Industry-Canceling-Headphones/dp/B094C4VDJZ/ref=sr_1_182?keywords=tws&qid=1656433474&s=aht&sr=1-182
TAGRY Bluetooth Headphones True Wireless Earbuds 60H Playback LED Power Display Earphones with Wireless Charging Case IPX5 Waterproof in-Ear Earbuds with Mic for TV Smart Phone Computer Laptop Sports,49.99,34.99,30.0,4.6,10233,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_electronics_sr_pg8_1?ie=UTF8&adId=A09099691XLMJ1FTVX7LN&url=%2FWireless-Earbuds-TAGRY-Bluetooth-Earphones%2Fdp%2FB09LD1T57H%2Fref%3Dsr_1_183_sspa%3Fkeywords%3Dtws%26qid%3D1656433474%26s%3Daht%26sr%3D1-183-spons%26psc%3D1&qualifier=1656433474&id=7096386335059272&widgetName=sp_mtf
"Wireless Earbuds, Bluetooth Headphones with HiFi Stereo Wireless Headphones Touch Control,Bluetooth Earbuds Built-in Microphone with USB-C Charging and 25 Hrs Playtime",16.99,16.99,0,5.0,1,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_electronics_sr_pg8_1?ie=UTF8&adId=A08390101YHDJ8F4FW34K&url=%2FWireless-Bluetooth-Headphones-Microphone-Charging%2Fdp%2FB0B2MQSS11%2Fref%3Dsr_1_184_sspa%3Fkeywords%3Dtws%26qid%3D1656433474%26s%3Daht%26sr%3D1-184-spons%26psc%3D1&qualifier=1656433474&id=7096386335059272&widgetName=sp_mtf
"Wireless Earbuds, Bluetooth 5.1 Headphones Wireless Immersive Bass Sound in-Ear Headphones with Noise Cancellation Mic, Waterproof Bluetooth Earphone with Charging Case for Work, Sports (Off-White)",21.99,21.99,0,4.8,14,https://www.amazon.com/Bluetooth-Headphones-Immersive-Cancellation-Waterproof/dp/B09ZV1CKKH/ref=sr_1_185?keywords=tws&qid=1656433474&s=aht&sr=1-185
"Motast Wireless Earbud, Bluetooth 5.1 Earbud with 140H Playtime, Bluetooth Headphones HiFi Stereo Noise Cancelling Wireless Earphones in Ear with Mic,USB-C Charging Case, Waterproof Sport Headset Grey",36.99,36.99,0,4.4,1836,https://www.amazon.com/Motast-Bluetooth-Headphones-Cancelling-Waterproof/dp/B09ZQJNCKT/ref=sr_1_186?keywords=tws&qid=1656433474&s=aht&sr=1-186
TOZO T12 Wireless Earbuds Bluetooth Headphones Premium Fidelity Sound Quality Wireless Charging Case Digital LED Intelligence Display IPX8 Waterproof Earphones Built-in Mic Headset for Sport Black,59.99,36.98,38.0,4.3,58486,https://www.amazon.com/TOZO-Bluetooth-Headphones-Intelligence-Waterproof/dp/B085DL3KMR/ref=sr_1_187?keywords=tws&qid=1656433474&s=aht&sr=1-187
"NAUTICA T120 True Wireless Earbuds, Bluetooth v5.1 TWS in-Ear Earphones with Built-in Mic, Wireless Bluetooth Earbuds with Charging case Touch Control, Ergonomic Design Sweat-Proof USB-C (Navy)",39.99,39.99,0,4.2,10,https://www.amazon.com/Wireless-Bluetooth-Earphones-Ergonomic-Sweat-Proof/dp/B09HYWNZHT/ref=sr_1_189?keywords=tws&qid=1656433474&s=aht&sr=1-189
"Bluetooth 5.2 TWS True Wireless Earbuds for iPhone & Android, ENC IPX5 Waterproof Ear Buds with Wireless Charging Case, Stereo Sound and Built-in 4 Microphones, Gifts for Fathers Men Women",39.99,39.99,0,4.8,42,https://www.amazon.com/Bluetooth-Wireless-Waterproof-Charging-Microphones/dp/B09P8LXYZ7/ref=sr_1_190?keywords=tws&qid=1656433474&s=aht&sr=1-190
"SENNHEISER CX Plus True Wireless Earbuds - Bluetooth In-Ear Headphones for Music and Calls with Active Noise Cancellation, Customizable Touch Controls, IPX4 and 24-hour Battery Life - Black",179.95,123.99,31.0,4.2,600,https://www.amazon.com/SENNHEISER-Plus-True-Wireless-Earbuds/dp/B09BXYKD2W/ref=sr_1_191?keywords=tws&qid=1656433474&s=aht&sr=1-191
"Bluetooth 5.0 Wireless Earbuds with Charging Case Waterproof TWS Stereo Headphones Hands-Free Headset with Mic Touch Control 60 Hours Playback with Deep Bass for Sport Black, IP5 Waterproof",16.99,16.99,0,4.0,14,https://www.amazon.com/Bluetooth-Wireless-Waterproof-Headphones-Hands-Free/dp/B08ZSS6VJH/ref=sr_1_192?keywords=tws&qid=1656433474&s=aht&sr=1-192
"Sony WI-C300 Wireless In-Ear Headphones, White (WIC300/W)",20.96,20.96,0,3.9,151,https://www.amazon.com/Sony-WI-C300-Wireless-Headphones-WIC300/dp/B079GQ4GR3/ref=sr_1_193?keywords=tws&qid=1656433474&s=aht&sr=1-193
"Bose Sport Earbuds - Wireless Earphones - Bluetooth In Ear Headphones for Workouts and Running, Triple Black",179.0,149.0,17.0,4.4,24675,https://www.amazon.com/Bose-Sport-Earbuds-Earphones-Headphones/dp/B08CJCTG6Z/ref=sr_1_194?keywords=tws&qid=1656433474&s=aht&sr=1-194
Wireless V5 Bluetooth Earbuds Compatible with JBL Live Free NC+ TWS with Charging case for in Ear Headphones. (V5.0 Black),44.99,44.99,0,0,0,https://www.amazon.com/JBL-Live-Free-TWS-Headphones/dp/B09RXNT2L7/ref=sr_1_195?keywords=tws&qid=1656433474&s=aht&sr=1-195
"HUIYE Wireless F9 Earbuds with Touch Control, Original F9-5 BT Earphones 5.0 TWS Fingerprint Touch Headset HiFi Stereo in-Ear Earbuds Wireless Headphones, Black",14.98,14.98,0,4.3,20,https://www.amazon.com/HUIYE-Wireless-Earphones-Fingerprint-Headphones/dp/B099DNJDB7/ref=sr_1_196?keywords=tws&qid=1656433474&s=aht&sr=1-196
